"Pg","Cassini","HST","Visible=Average_Cassini_HST","F164N","F212N","F335M","D164N=F164N-Visible","D212N=F212N-Visible","D335M=F335M-Visible","DUV=UV-Visible"
-60,6.438,5.06,5.749,6.503,-0.498,0.327,0.754,-6.247,-5.422,-11.661
-59.9,4.501,4.155,4.328,5.258,-0.84,-1.483,0.929,-5.168,-5.811,-9.842
-59.8,3.801,3.328,3.564,4.046,-1.181,-3.089,0.482,-4.746,-6.654,-8.675
-59.7,3.76,2.465,3.113,2.857,-1.581,-4.503,-0.256,-4.693,-7.616,-7.817
-59.6,3.227,1.635,2.431,1.783,-1.983,-5.703,-0.648,-4.415,-8.135,-6.725
-59.5,2.983,0.898,1.94,0.875,-2.439,-6.713,-1.065,-4.379,-8.654,-5.819
-59.4,2.306,0.513,1.41,0.126,-2.94,-7.545,-1.284,-4.35,-8.954,-4.869
-59.3,1.682,0.215,0.949,-0.518,-3.345,-8.323,-1.467,-4.294,-9.271,-3.985
-59.2,1.401,0.007,0.704,-1.153,-3.538,-9.301,-1.857,-4.242,-10.005,-3.313
-59.1,0.962,-0.178,0.392,-1.735,-3.555,-10.356,-2.127,-3.947,-10.748,-2.569
-59,0.416,-0.23,0.093,-2.25,-3.495,-11.23,-2.343,-3.588,-11.323,-1.834
-58.9,-0.396,-0.44,-0.418,-2.692,-3.408,-11.727,-2.274,-2.991,-11.309,-0.882
-58.8,-0.768,-0.67,-0.719,-3.091,-3.317,-12.008,-2.372,-2.598,-11.289,-0.14
-58.7,-0.995,-1.084,-1.039,-3.508,-3.289,-12.255,-2.469,-2.25,-11.216,0.604
-58.6,-1.781,-1.275,-1.528,-4.014,-3.34,-12.622,-2.486,-1.812,-11.094,1.476
-58.5,-2.025,-1.672,-1.848,-4.519,-3.49,-12.897,-2.671,-1.641,-11.049,2.119
-58.4,-2.968,-1.862,-2.415,-4.966,-3.78,-12.96,-2.551,-1.365,-10.545,2.924
-58.3,-3.067,-2.123,-2.595,-5.343,-4.207,-12.754,-2.747,-1.612,-10.159,3.236
-58.2,-3.304,-2.412,-2.858,-5.646,-4.65,-12.463,-2.787,-1.792,-9.605,3.504
-58.1,-3.662,-2.506,-3.084,-5.887,-4.975,-12.288,-2.802,-1.89,-9.204,3.584
-58,-4,-2.329,-3.164,-6.072,-5.177,-12.274,-2.908,-2.012,-9.109,3.3
-57.9,-4.331,-2.016,-3.174,-6.169,-5.32,-12.305,-2.995,-2.146,-9.131,2.795
-57.8,-4.542,-2.116,-3.329,-6.154,-5.472,-12.309,-2.825,-2.143,-8.98,2.322
-57.7,-4.431,-2.286,-3.358,-6.045,-5.633,-12.271,-2.686,-2.275,-8.912,1.648
-57.6,-4.591,-2.557,-3.574,-5.931,-5.72,-12.233,-2.357,-2.146,-8.659,1.122
-57.5,-4.919,-2.79,-3.854,-5.916,-5.67,-12.229,-2.062,-1.816,-8.375,0.66
-57.4,-4.892,-3.041,-3.967,-5.973,-5.49,-12.254,-2.006,-1.523,-8.288,0.067
-57.3,-5.237,-3.31,-4.273,-6.061,-5.285,-12.247,-1.788,-1.012,-7.973,-0.232
-57.2,-5.24,-3.433,-4.337,-6.128,-5.142,-12.147,-1.791,-0.805,-7.81,-0.762
-57.1,-5.498,-3.71,-4.604,-6.209,-5.051,-11.976,-1.605,-0.447,-7.373,-1.071
-57,-5.792,-3.916,-4.854,-6.34,-5.03,-11.788,-1.486,-0.176,-6.934,-1.377
-56.9,-5.658,-4.223,-4.941,-6.562,-5.093,-11.65,-1.621,-0.152,-6.709,-1.821
-56.8,-5.86,-4.522,-5.191,-6.82,-5.219,-11.511,-1.629,-0.028,-6.32,-2.073
-56.7,-5.766,-4.619,-5.193,-7.051,-5.374,-11.33,-1.858,-0.181,-6.137,-2.54
-56.6,-5.695,-4.571,-5.133,-7.231,-5.556,-11.096,-2.098,-0.423,-5.963,-3.031
-56.5,-5.761,-4.64,-5.2,-7.362,-5.707,-10.814,-2.162,-0.506,-5.614,-3.353
-56.4,-5.908,-4.73,-5.319,-7.449,-5.749,-10.497,-2.13,-0.431,-5.178,-3.578
-56.3,-5.806,-4.715,-5.26,-7.505,-5.67,-10.159,-2.245,-0.41,-4.898,-3.93
-56.2,-5.779,-4.617,-5.198,-7.472,-5.506,-9.766,-2.274,-0.309,-4.569,-4.231
-56.1,-5.723,-4.841,-5.282,-7.333,-5.296,-9.333,-2.051,-0.014,-4.05,-4.327
-56,-5.804,-5.097,-5.451,-7.087,-5.05,-8.866,-1.636,0.4,-3.416,-4.276
-55.9,-5.544,-4.93,-5.237,-6.72,-4.791,-8.288,-1.482,0.447,-3.051,-4.54
-55.8,-5.372,-4.84,-5.106,-6.234,-4.563,-7.512,-1.128,0.543,-2.406,-4.65
-55.7,-5.563,-5.174,-5.368,-5.639,-4.371,-6.543,-0.27,0.997,-1.174,-4.292
-55.6,-5.691,-5.909,-5.8,-5.016,-4.213,-5.566,0.783,1.587,0.233,-3.684
-55.5,-5.965,-5.655,-5.81,-4.454,-4.127,-4.748,1.356,1.682,1.062,-3.414
-55.4,-6.961,-4.33,-5.646,-3.948,-4.089,-4.097,1.697,1.556,1.549,-3.23
-55.3,-8.075,-2.422,-5.249,-3.507,-3.976,-3.614,1.742,1.273,1.634,-3.187
-55.2,-9.055,-0.808,-4.931,-3.173,-3.704,-3.28,1.759,1.228,1.651,-2.967
-55.1,-6.753,0.071,-3.341,-2.908,-3.278,-3.107,0.434,0.064,0.234,-3.919
-55,-5.087,0.594,-2.246,-2.606,-2.702,-3.06,-0.36,-0.456,-0.813,-4.271
-54.9,-4.35,1.072,-1.639,-2.241,-2.016,-3.122,-0.601,-0.377,-1.482,-4.026
-54.8,-2.42,2.002,-0.209,-1.762,-1.205,-3.244,-1.553,-0.995,-3.035,"-NaN"
-54.7,-1.055,3.08,1.013,-1.09,-0.303,-3.3,-2.103,-1.316,-4.313,"-NaN"
-54.6,1.054,4.24,2.647,-0.283,0.736,-3.239,-2.93,-1.911,-5.886,"-NaN"
-54.5,1.398,5.15,3.274,0.772,1.761,-3.036,-2.502,-1.513,-6.31,"-NaN"
-54.4,3.42,6.448,4.934,2.118,2.492,-2.621,-2.816,-2.442,-7.556,"-NaN"
-54.3,6.362,7.656,7.009,3.672,2.682,-1.776,-3.337,-4.327,-8.785,"-NaN"
-54.2,7.307,9.857,8.582,5.546,2.811,-0.956,-3.036,-5.771,-9.538,"-NaN"
-54.1,7.819,12.358,10.088,7.742,3.351,-0.703,-2.346,-6.737,-10.791,"-NaN"
-54,9.035,13.933,11.484,10.267,4.509,-1.479,-1.217,-6.975,-12.963,"-NaN"
-53.9,11.503,15.054,13.278,12.991,5.922,-2.139,-0.287,-7.357,-15.417,"-NaN"
-53.8,13.928,16.134,15.031,15.661,7.307,-1.697,0.63,-7.724,-16.728,"-NaN"
-53.7,17.36,19.592,18.476,18.185,8.218,-0.196,-0.291,-10.258,-18.671,"-NaN"
-53.6,19.581,23.119,21.35,20.623,9.311,1.959,-0.726,-12.039,-19.391,"-NaN"
-53.5,19.498,25.915,22.707,23.005,11.039,4.187,0.299,-11.667,-18.52,"-NaN"
-53.4,20.319,27.436,23.878,25.391,13.685,6.766,1.514,-10.193,-17.111,"-NaN"
-53.3,20.635,29.443,25.039,27.544,16.742,9.824,2.505,-8.297,-15.215,"-NaN"
-53.2,21.463,31.704,26.583,29.283,19.682,13.511,2.7,-6.901,-13.072,"-NaN"
-53.1,27.505,33.877,30.691,30.576,22.287,17.702,-0.115,-8.404,-12.989,"-NaN"
-53,31.744,35.552,33.648,31.62,24.876,21.895,-2.029,-8.772,-11.753,"-NaN"
-52.9,32.967,37.066,35.016,32.684,27.709,25.607,-2.332,-7.307,-9.409,"-NaN"
-52.8,35.987,38.499,37.243,33.83,30.78,28.784,-3.413,-6.463,-8.459,"-NaN"
-52.7,36.125,39.827,37.976,34.843,33.562,31.48,-3.133,-4.414,-6.496,"-NaN"
-52.6,35.404,41.103,38.253,35.652,35.753,33.733,-2.601,-2.5,-4.52,"-NaN"
-52.5,37.459,41.931,39.695,36.258,37.312,35.575,-3.437,-2.383,-4.12,"-NaN"
-52.4,36.107,41.882,38.994,36.701,38.031,36.948,-2.293,-0.963,-2.047,"-NaN"
-52.3,35.661,41.448,38.555,37.2,37.879,38.104,-1.355,-0.676,-0.45,"-NaN"
-52.2,37.077,40.414,38.745,37.612,36.901,38.957,-1.134,-1.844,0.212,"-NaN"
-52.1,37.106,39.52,38.313,37.647,35.438,39.229,-0.666,-2.875,0.916,"-NaN"
-52,33.45,38.64,36.045,37.206,34.012,38.986,1.161,-2.033,2.941,-26.045
-51.9,31.369,37.385,34.377,36.261,32.356,38.114,1.883,-2.021,3.737,-24.587
-51.8,29.152,34.943,32.047,34.794,30.507,36.591,2.747,-1.54,4.544,-22.476
-51.7,26.872,31.719,29.295,32.894,28.582,34.513,3.599,-0.713,5.217,-19.952
-51.6,24.956,28.139,26.548,30.563,26.533,31.898,4.016,-0.015,5.35,-17.44
-51.5,22.686,25.092,23.889,28.009,24.387,29.037,4.12,0.498,5.149,-15.023
-51.4,20.017,22.309,21.163,25.497,22.211,26.133,4.334,1.048,4.97,-12.547
-51.3,17.632,19.657,18.645,22.924,19.983,23.251,4.279,1.338,4.607,-10.284
-51.2,15.533,16.92,16.227,20.35,17.723,20.704,4.123,1.496,4.478,-8.126
-51.1,13.267,15.03,14.149,17.728,15.432,18.654,3.579,1.284,4.506,-6.312
-51,11.542,13.28,12.411,15.209,13.151,17.088,2.797,0.74,4.677,-4.842
-50.9,10.346,12.19,11.268,12.965,10.919,15.99,1.697,-0.349,4.722,-3.968
-50.8,9.021,10.363,9.692,11.107,8.699,15.296,1.415,-0.993,5.604,-2.69
-50.7,7.993,9.057,8.525,9.504,6.623,14.953,0.979,-1.902,6.428,-1.827
-50.6,6.622,7.413,7.017,7.995,4.792,14.715,0.978,-2.225,7.697,-0.624
-50.5,5.398,6.405,5.901,6.38,3.225,14.612,0.478,-2.676,8.71,0.195
-50.4,4.275,5.283,4.779,4.866,1.905,14.273,0.087,-2.875,9.494,1.032
-50.3,3.582,3.958,3.77,3.527,0.78,13.214,-0.243,-2.99,9.444,1.776
-50.2,3.065,2.375,2.72,2.418,-0.28,11.178,-0.302,-3,8.458,2.587
-50.1,2.174,1.008,1.591,1.447,-1.168,8.617,-0.143,-2.759,7.027,3.509
-50,0.359,-0.228,0.066,0.499,-1.906,6.033,0.434,-1.972,5.968,4.986
-49.9,-1.06,-1.29,-1.175,-0.507,-2.469,3.546,0.668,-1.294,4.721,6.235
-49.8,-2.286,-2.514,-2.4,-1.535,-2.967,1.043,0.865,-0.567,3.443,7.508
-49.7,-2.739,-3.599,-3.169,-2.618,-3.56,-1.496,0.551,-0.391,1.673,8.35
-49.6,-2.905,-4.735,-3.82,-3.797,-4.409,-4.113,0.023,-0.589,-0.293,9.081
-49.5,-3.183,-5.789,-4.486,-4.978,-5.366,-6.471,-0.492,-0.881,-1.985,9.82
-49.4,-3.785,-6.865,-5.325,-6.074,-6.342,-8.288,-0.749,-1.017,-2.963,10.708
-49.3,-4.048,-7.844,-5.946,-7.059,-7.318,-9.46,-1.113,-1.372,-3.515,11.337
-49.2,-4.905,-8.723,-6.814,-7.965,-8.232,-10.158,-1.151,-1.418,-3.344,12.157
-49.1,-6.096,-9.596,-7.846,-8.836,-9.019,-10.601,-0.989,-1.173,-2.755,13.069
-49,-6.915,-10.493,-8.704,-9.684,-9.68,-10.947,-0.98,-0.976,-2.243,13.718
-48.9,-7.741,-10.987,-9.364,-10.455,-10.154,-11.101,-1.091,-0.79,-1.736,14.064
-48.8,-8.63,-11.862,-10.246,-11.119,-10.368,-11.158,-0.873,-0.122,-0.912,14.115
-48.7,-9.549,-12.978,-11.263,-11.671,-10.301,-11.145,-0.408,0.962,0.118,14.182
-48.6,-10.225,-14.308,-12.267,-12.179,-10.193,-11.148,0.087,2.073,1.118,14.179
-48.5,-11.327,-15.479,-13.403,-12.775,-10.311,-11.317,0.628,3.092,2.086,14.313
-48.4,-11.856,-16.523,-14.189,-13.461,-10.704,-11.681,0.729,3.486,2.509,14.161
-48.3,-12.307,-17.328,-14.817,-14.054,-11.231,-12.185,0.763,3.587,2.632,13.978
-48.2,-12.688,-17.278,-14.983,-14.406,-11.79,-12.804,0.576,3.193,2.179,13.521
-48.1,-12.787,-17.478,-15.132,-14.493,-12.375,-13.533,0.639,2.757,1.599,13.296
-48,-13.13,-17.69,-15.41,-14.461,-12.999,-14.251,0.949,2.411,1.159,13.51
-47.9,-12.972,-17.832,-15.402,-14.539,-13.736,-14.841,0.862,1.666,0.561,14.052
-47.8,-12.671,-17.554,-15.112,-14.728,-14.554,-15.294,0.384,0.558,-0.182,14.631
-47.7,-12.734,-17.153,-14.944,-14.718,-15.085,-15.557,0.225,-0.142,-0.613,15.595
-47.6,-13.555,-16.975,-15.265,-14.244,-15.006,-15.599,1.021,0.258,-0.334,17.261
-47.5,-13.379,-17.484,-15.432,-13.307,-14.396,-15.425,2.124,1.036,0.007,18.933
-47.4,-12.42,-18.285,-15.352,-12.227,-13.487,-15.046,3.126,1.865,0.307,20.467
-47.3,-12.563,-18.15,-15.356,-11.383,-12.583,-14.523,3.974,2.773,0.833,22.14
-47.2,-12.375,-15.456,-13.916,-10.791,-11.686,-13.872,3.125,2.23,0.043,22.371
-47.1,-11.586,-11.951,-11.768,-10.163,-10.67,-13.144,1.605,1.098,-1.375,21.847
-47,-10.192,-9.433,-9.813,-9.277,-9.56,-12.435,0.536,0.252,-2.622,21.413
-46.9,-8.585,-7.769,-8.177,-8.014,-8.372,-11.761,0.163,-0.195,-3.584,20.78
-46.8,-7.898,-6.857,-7.378,-6.721,-7.031,-11.148,0.656,0.346,-3.771,20.897
-46.7,-6.458,-6.545,-6.502,-5.725,-5.555,-10.672,0.777,0.947,-4.17,20.854
-46.6,-4.835,-6.035,-5.435,-5.192,-3.964,-10.351,0.242,1.471,-4.916,20.539
-46.5,-4.471,-3.98,-4.226,-4.706,-2.143,-10.018,-0.481,2.083,-5.792,20.005
-46.4,-2.492,-0.686,-1.589,-3.939,-0.024,-9.617,-2.351,1.565,-8.028,17.97
-46.3,0.863,1.675,1.269,-2.78,2.429,-9.127,-4.048,1.16,-10.396,15.644
-46.2,2.684,2.915,2.8,-1.405,5.024,-8.272,-4.205,2.224,-11.071,14.578
-46.1,4.005,4.63,4.318,0.029,7.562,-6.809,-4.289,3.244,-11.126,13.461
-46,6.315,9.14,7.728,1.475,10.014,-4.736,-6.253,2.287,-12.464,10.393
-45.9,9.939,14.835,12.387,3.061,12.264,-2.3,-9.326,-0.124,-14.688,6.019
-45.8,10.4,18.452,14.426,4.861,14.18,0.237,-9.565,-0.246,-14.189,4.213
-45.7,11.354,19.281,15.318,6.929,15.798,2.834,-8.389,0.48,-12.483,3.504
-45.6,14.535,19.573,17.054,9.02,16.974,5.366,-8.035,-0.08,-11.688,1.904
-45.5,17.458,21.729,19.593,10.891,17.664,7.65,-8.702,-1.929,-11.943,-0.541
-45.4,18.402,24.007,21.204,12.474,17.867,9.672,-8.73,-3.338,-11.533,-2.098
-45.3,17.87,25.341,21.605,13.841,17.752,11.325,-7.764,-3.854,-10.281,-2.48
-45.2,17.265,25.327,21.296,15.023,17.564,12.488,-6.273,-3.732,-8.808,-2.184
-45.1,17.371,25.285,21.328,16.025,17.346,13.129,-5.303,-3.982,-8.199,-2.259
-45,18.441,25.799,22.12,16.96,17.206,13.579,-5.16,-4.914,-8.54,-3.119
-44.9,19.452,26.635,23.044,17.973,17.319,14.215,-5.07,-5.725,-8.829,-4.134
-44.8,20.177,27.974,24.075,19.088,17.705,15.153,-4.987,-6.37,-8.922,-5.275
-44.7,20.969,28.949,24.959,20.317,18.364,16.292,-4.641,-6.594,-8.666,-6.186
-44.6,22.321,29.871,26.096,21.702,19.246,17.651,-4.394,-6.851,-8.445,-7.393
-44.5,23.509,30.567,27.038,23.25,20.324,19.254,-3.788,-6.714,-7.784,-8.441
-44.4,24.271,31.528,27.899,24.916,21.657,20.985,-2.983,-6.243,-6.914,-9.442
-44.3,25.242,32.587,28.914,26.645,23.229,22.679,-2.269,-5.686,-6.235,-10.627
-44.2,26.345,33.766,30.056,28.457,25.054,24.231,-1.598,-5.001,-5.825,-11.963
-44.1,27.912,35.038,31.475,30.21,26.971,25.698,-1.264,-4.504,-5.777,-13.599
-44,29.323,36.227,32.775,31.747,28.767,27.075,-1.028,-4.009,-5.7,-15.134
-43.9,31.566,37.268,34.417,33.027,30.36,28.388,-1.389,-4.057,-6.029,-17.024
-43.8,33.195,37.799,35.497,34.058,31.784,29.587,-1.439,-3.713,-5.91,-18.363
-43.7,35.405,38.194,36.8,34.865,33.026,30.676,-1.935,-3.773,-6.123,-19.929
-43.6,37.268,38.493,37.88,35.587,34.183,31.68,-2.294,-3.698,-6.201,-21.276
-43.5,39.543,38.831,39.187,36.043,35.104,32.545,-3.144,-4.083,-6.642,-22.847
-43.4,40.818,39.109,39.964,36.188,35.744,33.285,-3.776,-4.219,-6.678,-23.881
-43.3,41.753,39.323,40.538,36.077,36.224,33.978,-4.46,-4.314,-6.56,-24.703
-43.2,42.552,39.21,40.881,35.655,36.345,34.48,-5.227,-4.537,-6.401,-25.281
-43.1,42.628,38.542,40.585,34.986,36.036,34.72,-5.599,-4.549,-5.865,-25.014
-43,42.495,37.272,39.884,34.208,35.321,34.831,-5.676,-4.563,-5.053,-24.318
-42.9,41.442,35.934,38.688,33.191,34.214,34.62,-5.498,-4.474,-4.068,-23.107
-42.8,39.47,34.51,36.99,31.949,32.876,34.007,-5.041,-4.114,-2.983,-21.378
-42.7,37.713,32.92,35.316,30.502,31.527,32.92,-4.815,-3.79,-2.397,-19.662
-42.6,35.787,31.16,33.473,28.897,29.965,31.469,-4.576,-3.508,-2.004,-17.771
-42.5,33.928,29.326,31.627,27.278,28.179,29.912,-4.349,-3.448,-1.715,-15.876
-42.4,31.974,27.475,29.725,25.776,26.121,28.613,-3.949,-3.603,-1.112,-13.927
-42.3,30.019,25.395,27.707,24.284,23.918,27.325,-3.423,-3.789,-0.382,-11.872
-42.2,27.959,23.465,25.712,22.782,21.752,25.921,-2.93,-3.959,0.209,-9.851
-42.1,26.091,21.67,23.881,21.249,19.82,24.199,-2.632,-4.061,0.318,-8.011
-42,24.134,19.572,21.853,19.697,18.034,22.364,-2.156,-3.819,0.511,-5.997
-41.9,21.412,17.853,19.632,18.134,16.344,20.655,-1.499,-3.288,1.023,-3.815
-41.8,19.335,16.352,17.843,16.532,14.599,19.353,-1.311,-3.244,1.51,-2.097
-41.7,18.263,15.095,16.679,14.93,12.903,18.258,-1.749,-3.777,1.579,-1.04
-41.6,16.932,14.047,15.489,13.394,11.453,17.187,-2.095,-4.036,1.697,0.003
-41.5,15.616,13.017,14.316,11.969,10.408,15.877,-2.348,-3.908,1.561,0.984
-41.4,14.41,12.31,13.36,10.642,9.712,14.485,-2.718,-3.648,1.125,1.698
-41.3,13.404,11.897,12.65,9.393,9.189,13.17,-3.258,-3.461,0.519,2.111
-41.2,12.823,11.448,12.136,8.155,8.622,12.091,-3.981,-3.513,-0.044,2.271
-41.1,11.296,10.815,11.056,6.964,8.041,11.193,-4.092,-3.015,0.137,2.932
-41,10.191,9.754,9.972,5.872,7.487,10.356,-4.101,-2.485,0.384,3.528
-40.9,9.254,8.808,9.031,4.909,6.968,9.459,-4.122,-2.064,0.427,3.644
-40.8,7.953,7.889,7.921,4.068,6.471,8.499,-3.853,-1.45,0.578,3.86
-40.7,6.182,7.023,6.602,3.293,5.929,7.529,-3.31,-0.674,0.927,4.242
-40.6,4.677,6.366,5.522,2.477,5.275,6.578,-3.045,-0.246,1.056,4.367
-40.5,4.129,5.827,4.978,1.623,4.511,5.653,-3.355,-0.467,0.675,3.963
-40.4,3.561,5.132,4.347,0.843,3.673,4.709,-3.504,-0.673,0.363,3.677
-40.3,2.921,3.727,3.324,0.197,2.792,3.703,-3.127,-0.533,0.379,3.84
-40.2,2.538,1.935,2.237,-0.308,1.867,2.608,-2.545,-0.37,0.371,4.15
-40.1,1.229,0.44,0.834,-0.682,0.954,1.504,-1.516,0.12,0.67,4.883
-40,-1.33,-0.534,-0.932,-0.964,0.118,0.449,-0.032,1.05,1.381,6.112
-39.9,-3.437,-1.281,-2.359,-1.169,-0.634,-0.567,1.19,1.726,1.793,7.159
-39.8,-5.733,-1.752,-3.743,-1.268,-1.291,-1.469,2.474,2.452,2.273,8.345
-39.7,-6.761,-2.587,-4.674,-1.295,-1.864,-2.205,3.378,2.81,2.469,9.214
-39.6,-7.56,-3.579,-5.57,-1.288,-2.425,-2.816,4.281,3.145,2.754,10.171
-39.5,-7.975,-4.922,-6.449,-1.166,-2.816,-3.198,5.283,3.633,3.251,11.228
-39.4,-7.987,-6.137,-7.062,-0.9,-2.947,-3.3,6.162,4.115,3.762,12.127
-39.3,-8.336,-6.522,-7.429,-0.509,-2.803,-3.139,6.92,4.626,4.29,12.878
-39.2,-8.361,-6.817,-7.589,0.026,-2.411,-2.715,7.615,5.178,4.874,13.511
-39.1,-7.903,-6.72,-7.311,0.68,-1.84,-2.124,7.991,5.471,5.187,13.786
-39,-6.215,-6.76,-6.487,1.412,-1.191,-1.51,7.899,5.296,4.977,13.587
-38.9,-6.064,-5.711,-5.888,2.233,-0.416,-0.798,8.12,5.472,5.09,13.679
-38.8,-5.282,-3.053,-4.167,3.085,0.408,-0.02,7.252,4.575,4.147,12.738
-38.7,-4.05,0.971,-1.54,3.896,1.258,0.812,5.436,2.797,2.351,10.939
-38.6,-2.812,3.815,0.501,4.709,2.094,1.666,4.208,1.592,1.165,9.738
-38.5,-1.711,5.153,1.721,5.533,2.813,2.45,3.812,1.091,0.729,9.331
-38.4,-0.264,5.424,2.58,6.362,3.315,3.063,3.782,0.734,0.483,9.22
-38.3,1.888,5.881,3.885,7.204,3.632,3.553,3.319,-0.253,-0.331,8.355
-38.2,3.092,7.197,5.144,8.073,3.841,3.99,2.928,-1.303,-1.154,7.414
-38.1,4.163,9.314,6.738,8.902,3.942,4.443,2.164,-2.796,-2.296,6.036
-38,5.637,11.477,8.557,9.752,3.973,4.897,1.195,-4.584,-3.66,4.347
-37.9,7.644,13.404,10.524,10.769,4.169,5.364,0.245,-6.354,-5.159,2.442
-37.8,9.677,14.99,12.333,12.069,4.723,5.8,-0.264,-7.61,-6.533,0.644
-37.7,12.451,16.238,14.345,13.637,5.64,6.232,-0.707,-8.705,-8.112,-1.39
-37.6,15.404,17.429,16.416,15.376,6.896,6.819,-1.041,-9.521,-9.597,-3.498
-37.5,18.354,19.351,18.853,17.129,8.354,7.648,-1.724,-10.498,-11.205,-5.968
-37.4,21.94,21.84,21.89,18.853,9.956,8.714,-3.037,-11.934,-13.176,-9.019
-37.3,24.139,23.826,23.982,20.707,11.968,10.091,-3.276,-12.014,-13.892,-11.087
-37.2,26.706,25.943,26.325,22.769,14.526,11.767,-3.556,-11.799,-14.558,-13.35
-37.1,29.243,27.632,28.438,25.102,17.694,13.685,-3.336,-10.744,-14.752,-15.31
-37,30.107,30.136,30.121,27.553,21.2,15.955,-2.568,-8.921,-14.166,-16.751
-36.9,31.255,32.152,31.704,29.961,24.71,18.579,-1.743,-6.994,-13.124,-17.981
-36.8,32.673,33.84,33.256,32.224,27.975,21.602,-1.033,-5.281,-11.654,-19.056
-36.7,33.332,35.09,34.211,34.396,31.161,24.841,0.185,-3.05,-9.37,-18.68
-36.6,33.723,36.44,35.081,36.46,34.23,28.01,1.379,-0.851,-7.071,-18.103
-36.5,33.622,37.405,35.514,38.575,37.437,30.922,3.061,1.923,-4.591,-17.059
-36.4,33.872,38.447,36.159,40.519,40.403,33.631,4.359,4.243,-2.528,-16.287
-36.3,33.928,39.649,36.788,42.141,42.837,36.071,5.353,6.049,-0.717,-15.645
-36.2,34.012,41.663,37.838,43.454,44.572,38.369,5.616,6.735,0.532,-15.658
-36.1,34.127,43.998,39.063,44.382,45.686,40.399,5.32,6.624,1.336,-16.17
-36,34.051,46.927,40.489,44.904,46.351,41.922,4.415,5.863,1.433,-17.293
-35.9,34.203,49.249,41.726,45.195,47.017,42.811,3.469,5.291,1.086,-18.726
-35.8,33.995,50.538,42.266,45.143,47.454,43.08,2.876,5.188,0.814,-20.284
-35.7,33.881,50.837,42.359,44.613,47.347,42.918,2.254,4.989,0.56,-21.856
-35.6,33.383,50.29,41.836,43.608,46.517,42.616,1.772,4.68,0.779,-23.164
-35.5,32.291,49.545,40.918,42.132,44.994,42.301,1.214,4.076,1.383,-24.314
-35.4,31.085,48.298,39.692,40.267,43.084,41.809,0.576,3.392,2.117,-25.28
-35.3,30.007,45.673,37.84,38.241,41.214,41.209,0.401,3.374,3.369,-25.634
-35.2,29.073,42.154,35.613,36.109,39.6,40.635,0.495,3.987,5.021,-25.513
-35.1,27.721,38.254,32.988,33.791,37.811,39.848,0.803,4.824,6.86,-24.286
-35,26.469,33.927,30.198,31.35,35.661,38.727,1.152,5.463,8.529,-22.747
-34.9,24.75,30.95,27.85,28.819,33.013,37.284,0.969,5.163,9.434,-21.51
-34.8,23.009,26.84,24.925,26.212,30.127,35.48,1.288,5.202,10.555,-19.564
-34.7,21.413,23.13,22.272,23.619,27.25,33.37,1.348,4.978,11.099,-17.769
-34.6,19.151,20.392,19.771,21.132,24.684,31.024,1.361,4.912,11.253,-16.014
-34.5,17.781,17.981,17.881,18.658,22.186,28.425,0.776,4.305,10.544,-14.764
-34.4,15.621,16.221,15.921,16.154,19.683,25.68,0.233,3.763,9.759,-13.349
-34.3,13.043,13.425,13.234,13.497,17.006,22.828,0.263,3.773,9.594,-11.121
-34.2,11.379,10.891,11.135,10.817,14.31,19.926,-0.319,3.175,8.791,-9.403
-34.1,9.581,8.53,9.056,8.249,11.738,17.145,-0.806,2.682,8.09,-7.636
-34,8.589,6.378,7.484,5.917,9.352,14.636,-1.567,1.868,7.152,-6.316
-33.9,6.962,4.837,5.9,3.783,7.168,12.363,-2.116,1.268,6.463,-4.933
-33.8,4.785,3.694,4.239,1.779,5.242,10.281,-2.46,1.003,6.041,-3.432
-33.7,2.867,2.337,2.602,-0.246,3.652,8.33,-2.848,1.051,5.728,-1.919
-33.6,1.097,0.85,0.973,-2.252,2.394,6.508,-3.226,1.421,5.535,-0.392
-33.5,-0.934,-0.543,-0.739,-4.085,1.215,4.789,-3.346,1.953,5.528,1.236
-33.4,-2.496,-2.055,-2.275,-5.626,-0.195,3.086,-3.351,2.08,5.361,2.695
-33.3,-3.016,-3.254,-3.135,-6.849,-1.984,1.358,-3.714,1.151,4.493,3.474
-33.2,-4.365,-4.902,-4.634,-7.938,-3.838,-0.334,-3.304,0.796,4.3,4.883
-33.1,-5.83,-6.178,-6.004,-9.096,-5.563,-1.978,-3.092,0.441,4.026,6.143
-33,-7.606,-7.57,-7.588,-10.482,-6.983,-3.516,-2.893,0.605,4.072,7.588
-32.9,-8.353,-8.81,-8.581,-11.888,-8.279,-5.053,-3.307,0.302,3.528,8.069
-32.8,-9.261,-10.178,-9.719,-13.224,-9.551,-6.688,-3.505,0.169,3.032,8.703
-32.7,-10.937,-11.608,-11.273,-14.365,-10.992,-8.482,-3.093,0.281,2.791,9.779
-32.6,-13.039,-13.455,-13.247,-15.411,-12.438,-10.415,-2.164,0.809,2.832,11.315
-32.5,-13.043,-15.08,-14.061,-16.448,-13.763,-12.471,-2.387,0.299,1.59,11.749
-32.4,-13.844,-16.538,-15.191,-17.689,-14.883,-14.765,-2.498,0.308,0.426,12.571
-32.3,-14.39,-17.278,-15.834,-19.003,-15.812,-17.175,-3.169,0.022,-1.341,12.995
-32.2,-14.645,-17.425,-16.035,-20.114,-16.575,-19.354,-4.079,-0.54,-3.319,13.083
